claim_id,policy_id,loss_date,report_date,settle_date,loss_type,claim_amount_thb,status,adjuster_name,fraud_flag
CL003780,P002924,2026-02-14,2026-02-21,,fire,283519,open,Eak Charoensuk,false
CL003781,P007953,2025-12-01,2025-12-04,2026-02-15,fire,414994,paid,Chai Chaisawat,false
CL003782,P001449,2023-10-22,2023-10-22,2023-11-01,fire,123466,paid,Mint Kittikun,false
CL003783,P006234,2024-08-05,2024-08-16,2024-09-03,theft,74500,denied,Niran Watcharaphon,false
CL003784,P006714,2023-05-20,2023-06-03,2023-08-09,storm,455990,paid,Chai Saetang,false
CL003785,P001518,2023-08-23,2023-08-24,2023-09-10,theft,65872,paid,Ploy Saetang,false
CL003786,P003769,2023-08-22,2023-08-29,,collision,613741,open,Earth Thongdee,false
CL003787,P003063,2022-08-05,2022-08-06,2022-10-18,collision,17580,paid,Niran Sukhumvit,false
CL003788,P007060,2025-01-26,2025-01-31,,flood,46948,open,Nok Phongphan,false
CL003789,P004685,2022-11-29,2022-12-05,2023-01-13,theft,292910,denied,Earth Suwanphon,false
CL003790,P001125,2024-07-04,2024-07-04,2024-09-16,theft,351897,paid,Fern Chaiyaporn,false
CL003791,P008546,2025-03-25,2025-04-08,,collision,557238,pending,Anong Chaiyaporn,false
CL003792,P005524,2023-11-23,2023-11-25,2023-12-11,collision,25303,paid,Chai Charoensuk,false
CL003793,P001258,2025-09-09,2025-09-18,2025-11-27,fire,1610008,paid,Somchai Kanchanaburi,false
CL003794,P002597,2024-11-30,2024-12-10,2025-02-27,collision,42686,paid,Eak Thongdee,false
CL003795,P000728,2025-06-10,2025-06-14,,flood,159477,pending,Fern Thongdee,false
CL003796,P008432,2024-10-27,2024-11-06,,flood,158978,open,Suda Phutthichai,false
CL003797,P006548,2024-11-24,2024-12-03,,flood,248283,pending,Daeng Phromsiri,false
CL003798,P006109,2023-12-24,2024-01-04,,burglary,4092568,pending,Bua Watcharaphon,false
CL003799,P002953,2026-02-11,2026-02-25,2026-05-14,fire,352263,denied,View Limthongkul,false
CL003800,P006126,2025-06-02,2025-06-10,2025-06-22,flood,19303,denied,Mai Sukhumvit,true
CL003801,P006220,2022-11-12,2022-11-25,2023-02-15,theft,141047,paid,Pat Phongphan,false
CL003802,P007068,2025-02-06,2025-02-13,,collision,176856,open,Pim Saetang,false
CL003803,P008604,2025-02-06,2025-02-17,2025-05-13,fire,56343,paid,Chai Phongphan,false
CL003804,P009561,2026-01-26,2026-01-26,2026-04-16,collision,47790,paid,Suda Phongphan,false
CL003805,P006021,2024-02-20,2024-02-27,2024-05-22,fire,63251,paid,Malee Phromsiri,false
CL003806,P003506,2024-02-26,2024-02-29,,collision,95356,open,Malee Kanchanaburi,false
CL003807,P008185,2025-08-08,2025-08-16,,fire,228352,open,Earth Boonmee,false
CL003808,P009822,2025-05-25,2025-06-04,2025-06-22,fire,5424494,paid,Wichai Phromsiri,false
CL003809,P007275,2024-07-16,2024-07-25,,flood,272470,open,Tawan Thongdee,false
CL003810,P004963,2023-12-26,2024-01-03,2024-02-05,flood,2759778,paid,Fern Sukhumvit,false
CL003811,P003132,2024-01-09,2024-01-09,2024-02-15,theft,149426,paid,Wichai Sangthong,false
CL003812,P008543,2023-12-27,2024-01-04,2024-02-23,third_party_liability,223881,paid,Boss Srisuk,false
CL003813,P008755,2024-04-11,2024-04-11,2024-06-23,flood,453954,paid,Bua Srisuk,false
CL003814,P008732,2024-10-20,2024-10-30,2024-12-25,flood,2858860,paid,Anong Charoensuk,true
CL003815,P000052,2025-01-28,2025-01-29,,fire,491111,open,Nan Limthongkul,false
CL003816,P003067,2025-08-12,2025-08-20,2025-09-04,flood,470417,paid,Mild Rattanapan,false
CL003817,P000265,2024-07-11,2024-07-25,2024-08-07,theft,18533,denied,Wichai Sangthong,false
CL003818,P004491,2022-12-21,2022-12-24,2023-02-22,fire,651896,paid,Kanya Limthongkul,false
CL003819,P006417,2026-02-23,2026-03-07,2026-05-19,collision,143882,paid,Fern Phutthichai,false
CL003820,P002014,2024-06-25,2024-07-09,2024-08-09,flood,444358,paid,Tawan Charoensuk,false
CL003821,P003158,2025-11-17,2025-11-21,,third_party_liability,589671,open,Boss Rattanapan,false
CL003822,P005786,2025-09-24,2025-10-06,,third_party_liability,114165,pending,Nok Sangthong,false
CL003823,P002621,2024-01-05,2024-01-17,2024-03-24,collision,213710,paid,Bua Sukhumvit,false
CL003824,P005384,2026-04-27,2026-05-07,2026-06-12,burglary,2115840,paid,Tawan Boonmee,false
CL003825,P009582,2026-05-02,2026-05-14,,collision,120962,pending,Pat Srisuk,false
CL003826,P003494,2023-01-04,2023-01-15,2023-04-12,third_party_liability,128574,paid,Beam Limthongkul,false
CL003827,P006809,2025-04-02,2025-04-03,2025-04-25,flood,713493,paid,Niran Wongchai,false
CL003828,P001804,2024-08-17,2024-08-27,2024-10-27,collision,496976,paid,Mild Limthongkul,false
CL003829,P007828,2026-04-22,2026-05-04,,storm,1365645,open,Tawan Chaiyaporn,false
CL003830,P007020,2025-02-01,2025-02-04,,third_party_liability,868759,pending,Toon Boonmee,false
CL003831,P005400,2022-02-11,2022-02-15,2022-05-11,third_party_liability,466939,paid,Eak Sukhumvit,false
CL003832,P005240,2025-02-23,2025-03-08,2025-04-16,fire,36424,paid,Ploy Kanchanaburi,false
CL003833,P008036,2026-05-02,2026-05-15,,burglary,1021904,open,Anong Sukhumvit,false
CL003834,P003052,2024-03-26,2024-04-05,2024-05-25,third_party_liability,561531,paid,Bua Kanchanaburi,false
CL003835,P002165,2026-05-14,2026-05-15,2026-08-03,third_party_liability,98576,paid,Bank Saetang,false
CL003836,P006432,2023-12-26,2023-12-31,,flood,6321,open,Wichai Phongphan,false
CL003837,P009932,2025-03-26,2025-04-03,,collision,658131,pending,Boss Phutthichai,false
CL003838,P007584,2025-06-14,2025-06-28,2025-09-19,water_damage,6160109,denied,Bua Chaiyaporn,false
CL003839,P000493,2026-02-12,2026-02-23,2026-03-03,flood,917754,paid,Malee Chaisawat,false
CL003840,P004111,2024-12-16,2024-12-16,2025-03-13,flood,88530,paid,Mint Kittikun,true
CL003841,P005728,2024-08-22,2024-08-24,,fire,3990105,open,Kanya Kanchanaburi,true
CL003842,P009852,2024-05-25,2024-05-25,2024-06-14,flood,1345903,paid,Mint Thongdee,false
CL003843,P008594,2023-06-14,2023-06-20,2023-09-10,theft,796688,paid,Praew Sukhumvit,false
CL003844,P005426,2023-07-29,2023-08-08,2023-08-19,theft,62154,paid,Mint Boonmee,true
CL003845,P008374,2026-03-04,2026-03-07,2026-05-29,third_party_liability,870526,paid,Mild Thongdee,false
CL003846,P007788,2026-03-28,2026-04-08,2026-06-22,fire,108946,paid,Bua Suwanphon,false
CL003847,P001818,2024-08-30,2024-08-30,,collision,124089,open,Wichai Charoensuk,false
CL003848,P000414,2024-02-01,2024-02-15,2024-04-19,theft,109456,paid,View Chaiyaporn,false
CL003849,P005853,2024-06-05,2024-06-10,2024-07-12,collision,94037,paid,Nan Phutthichai,false
CL003850,P005793,2024-01-19,2024-01-30,2024-03-09,theft,366000,paid,Bua Phutthichai,false
CL003851,P009399,2025-07-12,2025-07-15,2025-08-21,third_party_liability,369254,paid,Kanya Suwanphon,false
CL003852,P007401,2026-05-01,2026-05-05,2026-05-14,flood,379781,paid,Pat Wongchai,false
CL003853,P009885,2026-05-08,2026-05-20,2026-07-13,third_party_liability,109736,paid,Praew Boonmee,false
CL003854,P008442,2025-02-02,2025-02-09,2025-04-30,theft,408247,paid,Pat Sukhumvit,false
CL003855,P005195,2024-01-17,2024-01-21,,collision,159048,pending,Niran Phromsiri,false
CL003856,P008342,2022-05-20,2022-06-03,2022-07-18,flood,603534,paid,Pim Chaiyaporn,false
CL003857,P002724,2025-08-26,2025-09-01,2025-10-02,burglary,3346807,paid,Bank Boonmee,false
CL003858,P001272,2026-03-20,2026-03-23,2026-03-30,flood,134120,denied,Mild Kanchanaburi,false
CL003859,P005638,2025-11-30,2025-12-12,2025-12-22,third_party_liability,78308,paid,View Thongdee,false
CL003860,P000567,2026-02-08,2026-02-19,2026-04-02,fire,80391,paid,Fern Thongdee,false
CL003861,P005475,2025-04-19,2025-04-20,2025-07-05,fire,1815333,paid,Mild Kanchanaburi,false
CL003862,P003109,2024-04-25,2024-04-25,2024-07-13,theft,293885,paid,Daeng Chaisawat,false
CL003863,P005631,2026-04-26,2026-05-03,2026-07-06,fire,52964,paid,Pim Suwanphon,false
CL003864,P004638,2026-04-27,2026-05-05,2026-07-23,flood,187955,paid,Earth Watcharaphon,false
CL003865,P003660,2024-03-17,2024-03-31,,flood,751868,open,Suda Sukhumvit,false
CL003866,P000751,2024-11-12,2024-11-26,,burglary,6749493,pending,Ploy Chaiyaporn,false
CL003867,P002715,2024-01-31,2024-02-13,2024-04-02,theft,261792,paid,Beam Thongdee,false
CL003868,P006626,2023-09-08,2023-09-13,,fire,2116781,open,Chai Rattanapan,false
CL003869,P007554,2023-02-12,2023-02-26,2023-05-04,burglary,590214,paid,Mint Watcharaphon,false
CL003870,P005866,2024-11-27,2024-12-08,2025-01-09,collision,457906,paid,Praew Boonmee,false
CL003871,P003195,2024-12-15,2024-12-18,2025-03-01,theft,50868,paid,Wichai Rattanapan,true
CL003872,P002629,2024-10-20,2024-10-30,,third_party_liability,105282,open,Somchai Boonmee,false
CL003873,P009880,2023-09-23,2023-10-05,2023-10-22,water_damage,171554,paid,Toon Charoensuk,false
CL003874,P002219,2023-03-19,2023-03-21,2023-05-31,storm,3441025,paid,Nan Boonmee,false
CL003875,P000608,2024-03-28,2024-04-02,,flood,52456,pending,Mai Kittikun,false
CL003876,P002165,2026-03-29,2026-04-06,2026-05-24,theft,12744,paid,Mai Rattanapan,false
CL003877,P001561,2022-10-16,2022-10-17,2022-12-13,third_party_liability,442850,denied,Somchai Sukhumvit,false
CL003878,P000125,2023-11-16,2023-11-17,2023-12-25,collision,307023,paid,Boss Kittikun,false
CL003879,P009227,2024-10-20,2024-10-26,2024-12-04,fire,487091,paid,Ploy Inthanon,false
CL003880,P002153,2025-12-31,2026-01-03,2026-03-11,storm,3877679,paid,Earth Boonmee,false
CL003881,P009534,2025-11-15,2025-11-17,,fire,87278,open,Kanya Watcharaphon,false
CL003882,P009148,2024-09-05,2024-09-10,2024-09-29,third_party_liability,133901,paid,Fern Chaisawat,false
CL003883,P002883,2024-12-23,2025-01-03,2025-03-17,flood,480967,paid,Nok Rattanapan,false
CL003884,P004442,2024-06-06,2024-06-17,,flood,87115,open,Mild Rattanapan,false
CL003885,P002000,2025-04-16,2025-04-30,,collision,396867,pending,Ploy Kanchanaburi,true
CL003886,P008532,2026-02-13,2026-02-18,2026-04-01,burglary,990780,paid,Anong Inthanon,false
CL003887,P001654,2025-03-01,2025-03-01,,fire,2038683,open,Chai Kittikun,false
CL003888,P007406,2025-08-02,2025-08-11,2025-10-03,flood,274274,paid,Mild Thongdee,false
CL003889,P004823,2026-05-09,2026-05-17,2026-05-24,flood,455697,paid,Wichai Kittikun,false
CL003890,P000273,2023-10-29,2023-10-30,,storm,3395292,pending,Beam Watcharaphon,false
CL003891,P008740,2024-04-21,2024-04-21,2024-05-01,third_party_liability,62813,paid,Eak Sangthong,false
CL003892,P004294,2025-03-09,2025-03-21,2025-04-02,flood,191853,paid,Wichai Inthanon,false
CL003893,P000138,2022-12-09,2022-12-14,,flood,2302132,pending,Ploy Inthanon,false
CL003894,P007589,2023-10-20,2023-10-20,2023-11-26,theft,401725,paid,Toon Phongphan,false
CL003895,P006522,2023-11-19,2023-11-29,2024-01-09,third_party_liability,115064,paid,Niran Sukhumvit,false
CL003896,P005819,2025-02-09,2025-02-09,2025-03-03,flood,272942,paid,Malee Kittikun,false
CL003897,P003548,2024-02-27,2024-02-27,,burglary,6024815,pending,Tee Sukhumvit,false
CL003898,P000349,2024-09-26,2024-10-06,2024-12-12,theft,450187,paid,Mint Sukhumvit,true
CL003899,P005079,2023-07-15,2023-07-21,2023-08-07,theft,465141,denied,Kanya Phromsiri,false
CL003900,P001671,2024-09-12,2024-09-23,,third_party_liability,92150,open,Praew Inthanon,false
CL003901,P009246,2024-07-01,2024-07-08,2024-08-02,water_damage,127498,paid,Bua Thongdee,false
CL003902,P009154,2026-05-06,2026-05-06,2026-05-21,fire,101300,paid,Toon Phongphan,false
CL003903,P007097,2023-02-14,2023-02-22,2023-03-19,burglary,791919,paid,Wichai Srisuk,false
CL003904,P003384,2025-02-08,2025-02-15,2025-05-04,third_party_liability,109425,paid,Mint Rattanapan,false
CL003905,P008528,2025-10-17,2025-10-28,,storm,1664267,pending,Nan Saetang,false
CL003906,P008726,2022-10-03,2022-10-11,2022-12-13,theft,169915,paid,Ploy Phutthichai,false
CL003907,P008198,2022-05-25,2022-05-28,2022-06-24,flood,309642,paid,Apinya Phromsiri,false
CL003908,P002369,2024-07-18,2024-07-21,2024-09-05,collision,646346,paid,Chai Inthanon,false
CL003909,P006698,2025-09-25,2025-10-03,,burglary,2833101,open,Ploy Srisuk,false
CL003910,P000376,2026-04-08,2026-04-09,2026-05-09,fire,2131630,paid,Ploy Limthongkul,false
CL003911,P005261,2026-03-26,2026-04-07,2026-05-15,collision,807025,paid,Eak Suwanphon,false
CL003912,P006980,2025-01-24,2025-02-01,2025-03-30,theft,329175,paid,Bua Phromsiri,false
CL003913,P001865,2026-03-29,2026-04-10,,theft,423073,open,Tawan Srisuk,false
CL003914,P001278,2025-06-04,2025-06-16,,theft,953663,open,Mild Chaisawat,false
CL003915,P000705,2024-08-14,2024-08-26,,theft,225336,pending,Beam Srisuk,false
CL003916,P007744,2025-07-03,2025-07-06,2025-09-20,burglary,4581230,paid,Wichai Chaisawat,false
CL003917,P008104,2025-08-18,2025-08-31,,flood,3168147,pending,Wichai Watcharaphon,false
CL003918,P000688,2023-06-29,2023-07-11,,theft,454221,open,Kanya Sukhumvit,false
CL003919,P009518,2026-01-29,2026-02-04,2026-04-09,theft,202722,denied,View Saetang,false
CL003920,P003613,2026-04-13,2026-04-17,2026-05-24,collision,462547,paid,Apinya Kittikun,false
CL003921,P000615,2022-11-04,2022-11-17,2023-01-15,collision,825813,paid,Tee Srisuk,false
CL003922,P004588,2023-08-07,2023-08-08,2023-10-12,third_party_liability,84296,paid,Niran Sukhumvit,false
CL003923,P002991,2023-06-08,2023-06-16,2023-08-04,burglary,984481,paid,Boss Kittikun,false
CL003924,P001996,2024-11-17,2024-12-01,2024-12-26,collision,617226,paid,Mint Limthongkul,false
CL003925,P009857,2026-05-08,2026-05-17,2026-07-16,flood,24973,paid,Nok Watcharaphon,false
CL003926,P003465,2024-10-23,2024-10-30,2024-11-15,third_party_liability,932567,paid,Daeng Thongdee,false
CL003927,P002302,2023-08-21,2023-08-27,,collision,634135,pending,Bua Rattanapan,false
CL003928,P007077,2022-11-16,2022-11-16,2022-12-22,fire,66776,paid,Nok Rattanapan,false
CL003929,P001715,2026-03-18,2026-03-28,2026-06-09,collision,107573,paid,Malee Sangthong,false
CL003930,P004692,2025-10-10,2025-10-23,2026-01-12,flood,394158,paid,Mint Phromsiri,false
CL003931,P000382,2026-04-27,2026-05-10,2026-06-06,flood,227993,paid,Malee Kittikun,false
CL003932,P007475,2024-04-23,2024-04-29,2024-06-04,theft,227360,paid,Toon Rattanapan,false
CL003933,P003184,2024-12-17,2024-12-28,,flood,578949,pending,Bua Phromsiri,false
CL003934,P001897,2024-04-25,2024-05-04,,collision,128978,pending,Daeng Sangthong,false
CL003935,P009331,2024-06-03,2024-06-07,,third_party_liability,145929,open,Daeng Thongdee,false
CL003936,P009162,2025-10-29,2025-11-07,2026-02-05,flood,215285,paid,Anong Charoensuk,false
CL003937,P001393,2025-12-29,2025-12-31,2026-02-04,flood,1852127,paid,Boss Watcharaphon,false
CL003938,P002329,2025-02-27,2025-03-02,2025-04-15,fire,3515519,paid,Apinya Chaisawat,false
CL003939,P007199,2023-05-13,2023-05-22,,third_party_liability,84380,pending,Earth Phromsiri,false
CL003940,P008307,2025-07-04,2025-07-10,2025-08-10,theft,123465,paid,Pat Inthanon,false
CL003941,P004295,2022-09-23,2022-09-28,,flood,243384,open,Bua Charoensuk,false
CL003942,P001448,2026-04-26,2026-04-27,2026-06-26,third_party_liability,662487,paid,Somchai Thongdee,true
CL003943,P001722,2025-09-01,2025-09-05,2025-10-17,collision,59716,paid,View Boonmee,false
CL003944,P005208,2023-11-11,2023-11-19,2024-01-12,flood,669465,paid,Anong Rattanapan,false
CL003945,P002232,2024-08-27,2024-09-04,,third_party_liability,288503,pending,Pim Sukhumvit,false
CL003946,P000378,2025-04-10,2025-04-24,2025-05-01,flood,3745534,paid,Bua Suwanphon,false
CL003947,P009841,2024-03-21,2024-03-31,,storm,147978,pending,Fern Charoensuk,false
CL003948,P000672,2025-12-11,2025-12-17,2026-03-06,flood,590344,paid,Somchai Wongchai,false
CL003949,P006402,2023-04-13,2023-04-15,2023-05-09,flood,561426,denied,Kanya Kittikun,false
CL003950,P006341,2025-03-24,2025-03-29,2025-05-20,theft,41378,denied,Suda Sangthong,false
CL003951,P003391,2022-03-29,2022-04-12,2022-06-03,theft,90973,denied,Daeng Suwanphon,false
CL003952,P003813,2026-04-11,2026-04-20,2026-05-09,third_party_liability,429567,paid,Daeng Chaiyaporn,false
CL003953,P009471,2025-06-06,2025-06-08,2025-07-06,fire,21567,paid,Wichai Phongphan,false
CL003954,P000261,2023-03-29,2023-04-08,2023-06-26,collision,78430,paid,Somchai Phromsiri,false
CL003955,P007402,2024-04-12,2024-04-22,,collision,230202,open,Apinya Wongchai,false
CL003956,P001652,2024-05-06,2024-05-08,2024-05-29,third_party_liability,117228,paid,Bank Kittikun,false
CL003957,P000739,2025-07-15,2025-07-28,2025-08-15,collision,328707,paid,Anong Phutthichai,false
CL003958,P009923,2025-02-01,2025-02-08,2025-04-17,collision,46716,paid,Nan Charoensuk,false
CL003959,P005910,2023-02-17,2023-02-18,,fire,390743,open,Bank Kittikun,false
CL003960,P008870,2023-12-07,2023-12-20,,fire,1649703,open,Malee Charoensuk,false
CL003961,P006993,2024-08-20,2024-08-28,,collision,500135,pending,Niran Kittikun,true
CL003962,P002790,2024-10-30,2024-11-10,2025-01-23,collision,361246,paid,Beam Phromsiri,false
CL003963,P005124,2024-12-17,2024-12-27,,collision,545737,pending,Malee Rattanapan,false
CL003964,P007854,2023-12-02,2023-12-08,2024-01-31,flood,319942,paid,Apinya Srisuk,false
CL003965,P004658,2024-11-23,2024-11-30,2025-01-12,third_party_liability,664189,paid,Fern Phongphan,false
CL003966,P008697,2026-04-11,2026-04-20,,fire,2124820,pending,Anong Wongchai,false
CL003967,P008298,2026-05-11,2026-05-15,,fire,400586,open,Anong Saetang,false
CL003968,P006924,2023-10-13,2023-10-27,2023-12-24,flood,42349,paid,Mint Thongdee,false
CL003969,P006483,2022-07-10,2022-07-12,,water_damage,1987682,pending,Fern Charoensuk,false
CL003970,P006026,2024-07-11,2024-07-21,,third_party_liability,70041,pending,Tee Wongchai,false
CL003971,P009359,2024-09-21,2024-09-23,,flood,249646,open,Niran Sangthong,false
CL003972,P007224,2025-08-11,2025-08-14,,flood,2864495,pending,Earth Suwanphon,false
CL003973,P002725,2026-05-02,2026-05-11,2026-06-12,water_damage,66931,paid,Niran Boonmee,true
CL003974,P007188,2024-07-04,2024-07-15,2024-09-04,fire,174535,paid,Nan Phongphan,false
CL003975,P006542,2022-11-18,2022-11-28,2023-01-23,theft,220881,denied,Anong Sangthong,false
CL003976,P001093,2024-07-04,2024-07-04,,burglary,3010563,pending,Nan Limthongkul,false
CL003977,P007731,2025-10-31,2025-11-11,,flood,463585,pending,Somchai Boonmee,false
CL003978,P006108,2023-12-30,2024-01-13,,water_damage,1163811,pending,Mai Saetang,false
CL003979,P009202,2024-03-21,2024-03-27,2024-05-03,flood,1334018,paid,Mai Chaisawat,false
CL003980,P006001,2024-03-03,2024-03-17,2024-05-05,fire,662964,paid,Mai Phutthichai,false
CL003981,P006518,2023-03-22,2023-03-31,,flood,78485,pending,View Chaiyaporn,false
CL003982,P008308,2023-10-11,2023-10-22,2023-12-08,third_party_liability,194855,paid,Kanya Kittikun,false
CL003983,P003444,2025-10-02,2025-10-05,,theft,161630,pending,Boss Sangthong,false
CL003984,P001368,2025-01-17,2025-01-25,2025-02-12,collision,227739,paid,Ploy Phromsiri,false
CL003985,P004258,2025-11-20,2025-11-30,2026-02-01,collision,518646,paid,Nan Kanchanaburi,false
CL003986,P000333,2025-05-30,2025-06-10,2025-08-09,theft,138224,denied,Boss Sangthong,false
CL003987,P000565,2024-01-26,2024-01-27,,theft,164924,open,Toon Kanchanaburi,false
CL003988,P009778,2024-08-20,2024-09-03,2024-11-29,storm,1253302,paid,Suda Kittikun,false
CL003989,P001203,2023-02-24,2023-02-25,,collision,80143,pending,Nan Saetang,false
CL003990,P002187,2024-05-02,2024-05-10,2024-06-28,third_party_liability,347152,paid,Chai Chaiyaporn,false
CL003991,P002065,2024-08-30,2024-09-09,,flood,340471,pending,Wichai Boonmee,false
CL003992,P003727,2025-12-26,2026-01-08,,water_damage,4592805,open,Beam Limthongkul,false
CL003993,P003727,2025-03-22,2025-03-24,,water_damage,1643493,pending,Somchai Phromsiri,false
CL003994,P001281,2025-03-12,2025-03-17,2025-05-03,collision,134427,paid,Mint Inthanon,false
CL003995,P005986,2023-11-24,2023-12-08,,storm,3768340,open,Wichai Rattanapan,false
CL003996,P006786,2023-08-03,2023-08-15,2023-10-18,flood,760864,paid,Chai Thongdee,false
CL003997,P001336,2023-10-17,2023-10-30,2023-12-01,theft,115824,paid,Fern Kittikun,false
CL003998,P009972,2025-12-19,2025-12-28,2026-03-16,collision,663884,paid,Mild Srisuk,false
CL003999,P002170,2026-04-28,2026-05-06,2026-07-05,collision,22076,paid,Beam Watcharaphon,false
CL004000,P009559,2025-11-11,2025-11-24,2026-02-02,flood,715796,paid,Ploy Phutthichai,false
CL004001,P006402,2022-10-10,2022-10-10,2022-10-30,burglary,771900,paid,Bank Sangthong,false
CL004002,P000012,2026-02-22,2026-03-07,2026-03-14,storm,2116540,denied,Fern Watcharaphon,false
CL004003,P004049,2023-05-04,2023-05-05,2023-08-02,flood,640086,paid,Wichai Inthanon,true
CL004004,P000042,2023-04-18,2023-05-02,2023-06-18,fire,145100,paid,Nok Phongphan,false
CL004005,P002651,2024-06-13,2024-06-17,2024-07-28,fire,119216,paid,Beam Phutthichai,false
CL004006,P003403,2023-11-04,2023-11-18,2024-02-04,collision,583969,paid,Wichai Chaisawat,false
CL004007,P000422,2024-06-03,2024-06-17,2024-09-01,third_party_liability,223127,paid,Nan Phutthichai,false
CL004008,P009520,2025-07-28,2025-08-11,2025-10-30,third_party_liability,200970,paid,Pim Boonmee,false
CL004009,P007663,2026-03-29,2026-04-10,2026-06-27,storm,413636,paid,Toon Chaiyaporn,false
CL004010,P004442,2024-05-11,2024-05-14,2024-05-22,third_party_liability,34258,paid,Apinya Suwanphon,false
CL004011,P002802,2024-04-06,2024-04-14,2024-06-05,fire,72333,paid,Mild Phutthichai,false
CL004012,P009309,2025-02-16,2025-02-16,2025-04-27,storm,330530,paid,Mild Thongdee,false
CL004013,P009181,2024-09-01,2024-09-05,2024-10-26,collision,120386,paid,Kanya Boonmee,false
CL004014,P008351,2025-07-21,2025-08-03,,flood,307373,open,Mint Thongdee,false
CL004015,P008228,2023-08-27,2023-08-28,2023-09-22,flood,738224,paid,Apinya Rattanapan,false
CL004016,P003902,2026-04-17,2026-04-20,2026-07-05,theft,627837,paid,Kanya Charoensuk,false
CL004017,P006267,2023-03-13,2023-03-27,2023-04-23,water_damage,720427,paid,Wichai Phutthichai,false
CL004018,P008489,2024-07-22,2024-07-23,2024-08-26,flood,376502,paid,Malee Saetang,false
CL004019,P002093,2025-06-20,2025-06-20,,water_damage,3586670,pending,Malee Chaiyaporn,false
CL004020,P006065,2024-10-09,2024-10-13,2024-11-04,burglary,4810685,paid,Boss Watcharaphon,false
CL004021,P005868,2023-04-05,2023-04-14,2023-05-20,flood,283732,paid,View Kittikun,true
CL004022,P006258,2025-07-15,2025-07-23,2025-09-22,storm,2501089,paid,Tee Kanchanaburi,false
CL004023,P008096,2024-07-18,2024-07-29,,burglary,1612937,pending,Suda Boonmee,false
CL004024,P001172,2024-08-17,2024-08-21,,burglary,3465526,pending,Anong Rattanapan,false
CL004025,P003129,2024-01-24,2024-02-05,2024-03-30,third_party_liability,188929,paid,Malee Chaiyaporn,true
CL004026,P009543,2025-12-23,2025-12-25,2026-02-15,water_damage,2197977,denied,Toon Kanchanaburi,false
CL004027,P000924,2022-11-24,2022-11-27,,fire,2313177,open,Bank Sangthong,false
CL004028,P003826,2025-10-25,2025-11-04,2026-01-13,flood,194094,paid,Pim Chaiyaporn,false
CL004029,P006079,2023-11-20,2023-12-02,2024-02-15,fire,94271,denied,Nan Kanchanaburi,false
CL004030,P002251,2026-02-02,2026-02-06,2026-04-14,flood,51128,paid,Mai Saetang,false
CL004031,P002811,2022-12-28,2023-01-02,,fire,714720,open,Boss Kittikun,false
CL004032,P008444,2024-06-16,2024-06-23,,fire,823851,open,Earth Chaisawat,true
CL004033,P006180,2024-07-09,2024-07-15,,flood,5297031,pending,Kanya Wongchai,true
CL004034,P005633,2024-06-04,2024-06-17,2024-07-08,theft,64956,paid,Apinya Sukhumvit,false
CL004035,P007344,2023-03-01,2023-03-10,2023-05-23,flood,406489,paid,Mild Thongdee,false
CL004036,P002702,2025-06-10,2025-06-14,2025-08-01,burglary,4392528,paid,Pim Suwanphon,false
CL004037,P009531,2023-10-21,2023-11-01,,fire,6299,pending,Tawan Wongchai,false
CL004038,P003050,2025-03-28,2025-04-04,2025-05-06,flood,238510,paid,Earth Watcharaphon,false
CL004039,P007073,2026-04-18,2026-04-18,,theft,92439,open,Mint Chaisawat,false
CL004040,P004966,2025-03-26,2025-04-08,2025-04-21,theft,494709,paid,Nok Saetang,false
CL004041,P001654,2024-06-16,2024-06-30,2024-07-12,water_damage,676805,paid,Mai Rattanapan,false
CL004042,P007881,2025-02-25,2025-02-25,,third_party_liability,140010,open,Chai Inthanon,false
CL004043,P009971,2023-11-05,2023-11-13,2024-01-06,fire,42313,paid,Somchai Suwanphon,false
CL004044,P000258,2024-02-19,2024-03-04,2024-03-31,theft,423563,paid,Chai Sukhumvit,false
CL004045,P006369,2023-10-31,2023-11-04,2024-01-05,fire,100200,paid,Malee Wongchai,false
CL004046,P006353,2026-03-11,2026-03-15,2026-03-24,theft,161779,denied,Pim Limthongkul,false
CL004047,P000204,2025-03-22,2025-03-22,,flood,141569,open,Somchai Suwanphon,false
CL004048,P006758,2025-08-18,2025-09-01,2025-11-10,flood,123379,paid,Kanya Phromsiri,false
CL004049,P001103,2026-04-19,2026-04-28,2026-07-21,fire,104296,paid,Bank Kittikun,false
CL004050,P004773,2025-11-21,2025-11-25,,flood,194899,open,Chai Phromsiri,false
CL004051,P008597,2025-12-25,2026-01-06,,storm,1881215,open,Mint Saetang,false
CL004052,P004645,2025-09-20,2025-09-22,,burglary,3813943,open,Niran Wongchai,false
CL004053,P005058,2026-05-02,2026-05-16,2026-06-01,theft,145009,paid,Tawan Kanchanaburi,false
CL004054,P000948,2026-04-03,2026-04-07,2026-05-14,third_party_liability,338515,paid,Bua Watcharaphon,false
CL004055,P007117,2023-05-20,2023-05-25,,theft,538323,open,Boss Inthanon,false
CL004056,P002388,2023-04-15,2023-04-15,2023-06-20,flood,6844159,denied,Apinya Chaiyaporn,false
CL004057,P005018,2023-12-12,2023-12-22,2024-03-15,flood,106523,paid,Malee Sukhumvit,false
CL004058,P008292,2024-11-12,2024-11-23,2024-12-01,burglary,2386399,paid,Beam Rattanapan,false
