policy_id,customer_id,agent_id,product_line,product_subtype,effective_date,expiry_date,sum_insured_thb,annual_premium_thb,payment_frequency,status
P008408,C00304,A0017,property,property_flood,2026-04-10,2027-04-10,3110598,25533,monthly,active
P008409,C00328,A0018,motor,motor_compulsory,2023-04-22,2024-04-21,2134720,86728,monthly,lapsed
P008410,C01657,A0007,property,property_flood,2025-09-19,2026-09-19,18669807,217889,annual,lapsed
P008411,C00590,A0020,motor,motor_compulsory,2024-08-14,2025-08-14,967710,26651,monthly,active
P008412,C00844,A0035,property,property_allrisk,2025-09-27,2026-09-27,18120921,55164,quarterly,active
P008413,C02226,A0022,property,property_flood,2023-03-20,2024-03-19,16763235,163907,monthly,active
P008414,C01514,A0018,motor,motor_compulsory,2023-12-03,2024-12-02,1690611,57273,quarterly,active
P008415,C01502,A0029,motor,motor_compulsory,2023-08-04,2024-08-03,2432352,59121,quarterly,active
P008416,C01657,A0018,motor,motor_voluntary,2024-01-17,2025-01-16,423916,10405,annual,active
P008417,C00257,A0031,motor,motor_voluntary,2023-12-10,2024-12-09,1144366,51923,annual,active
P008418,C00737,A0032,motor,motor_voluntary,2025-01-24,2026-01-24,923169,43878,monthly,active
P008419,C01609,A0026,motor,motor_compulsory,2024-05-09,2025-05-09,352077,8209,quarterly,active
P008420,C01179,A0002,motor,motor_voluntary,2023-09-11,2024-09-10,726076,24794,quarterly,active
P008421,C00354,A0035,motor,motor_compulsory,2024-05-15,2025-05-15,758001,30674,quarterly,lapsed
P008422,C01634,A0006,motor,motor_compulsory,2023-07-22,2024-07-21,1498707,46657,quarterly,active
P008423,C02010,A0015,property,property_fire,2025-10-25,2026-10-25,2350793,16356,monthly,lapsed
P008424,C00713,A0001,motor,motor_voluntary,2022-07-24,2023-07-24,815475,33825,annual,active
P008425,C02808,A0034,motor,motor_compulsory,2025-02-14,2026-02-14,1155998,32907,annual,active
P008426,C00921,A0008,motor,motor_compulsory,2023-03-20,2024-03-19,536969,13430,quarterly,cancelled
P008427,C02125,A0013,motor,motor_voluntary,2023-08-05,2024-08-04,662963,20765,monthly,lapsed
P008428,C00830,A0040,property,property_fire,2025-09-07,2026-09-07,7956195,55396,annual,active
P008429,C00518,A0015,motor,motor_voluntary,2026-04-16,2027-04-16,930950,18785,annual,cancelled
P008430,C01977,A0005,motor,motor_voluntary,2024-03-24,2025-03-24,2238376,100738,annual,active
P008431,C01308,A0044,motor,motor_voluntary,2023-01-28,2024-01-28,710321,27429,monthly,active
P008432,C01088,A0008,motor,motor_compulsory,2024-01-07,2025-01-06,1119324,39981,monthly,active
P008433,C01796,A0038,property,property_flood,2024-05-17,2025-05-17,17251345,55685,annual,active
P008434,C01931,A0035,property,property_fire,2023-10-02,2024-10-01,7317408,30496,annual,active
P008435,C02386,A0032,property,property_fire,2024-10-06,2025-10-06,13177154,85727,monthly,active
P008436,C02422,A0012,motor,motor_voluntary,2024-01-25,2025-01-24,968271,45949,annual,lapsed
P008437,C00297,A0041,motor,motor_compulsory,2025-11-24,2026-11-24,2006655,75293,quarterly,active
P008438,C01021,A0030,motor,motor_compulsory,2025-03-11,2026-03-11,2035116,57807,quarterly,active
P008439,C00864,A0032,property,property_fire,2024-04-15,2025-04-15,4067043,30411,annual,active
P008440,C02438,A0050,property,property_fire,2023-01-04,2024-01-04,9984875,78033,annual,active
P008441,C00577,A0001,motor,motor_voluntary,2025-02-24,2026-02-24,841325,29485,annual,active
P008442,C00754,A0008,motor,motor_voluntary,2024-09-10,2025-09-10,1749485,57122,annual,active
P008443,C01599,A0037,property,property_flood,2025-08-02,2026-08-02,1885323,15614,annual,active
P008444,C00069,A0045,motor,motor_compulsory,2023-11-11,2024-11-10,2484494,99102,quarterly,lapsed
P008445,C00327,A0045,motor,motor_compulsory,2022-07-04,2023-07-04,1909211,48453,quarterly,active
P008446,C01567,A0047,motor,motor_voluntary,2025-04-23,2026-04-23,1411657,55771,annual,active
P008447,C02804,A0016,motor,motor_compulsory,2022-03-29,2023-03-29,1060718,48547,monthly,active
P008448,C00788,A0032,motor,motor_voluntary,2023-02-27,2024-02-27,1455002,45687,monthly,cancelled
P008449,C01302,A0023,property,property_fire,2023-05-02,2024-05-01,19537697,227908,annual,lapsed
P008450,C02160,A0027,motor,motor_compulsory,2022-05-03,2023-05-03,1683676,66506,monthly,active
P008451,C02461,A0034,motor,motor_voluntary,2025-04-02,2026-04-02,676890,19727,annual,active
P008452,C01244,A0016,property,property_flood,2023-04-30,2024-04-29,2123720,19552,annual,active
P008453,C01708,A0019,motor,motor_voluntary,2023-01-08,2024-01-08,1428651,32382,quarterly,active
P008454,C01531,A0002,property,property_allrisk,2023-07-23,2024-07-22,16959496,153207,annual,cancelled
P008455,C00874,A0006,motor,motor_compulsory,2023-05-29,2024-05-28,1692093,61044,quarterly,active
P008456,C00862,A0035,motor,motor_voluntary,2023-12-01,2024-11-30,756832,18401,quarterly,active
P008457,C01273,A0044,motor,motor_voluntary,2023-06-05,2024-06-04,1939674,83490,annual,active
P008458,C01473,A0031,motor,motor_voluntary,2024-06-14,2025-06-14,2486012,112046,annual,active
P008459,C00440,A0049,property,property_allrisk,2024-10-24,2025-10-24,3150471,37527,annual,active
P008460,C00638,A0046,property,property_allrisk,2024-06-30,2025-06-30,18423639,219270,quarterly,active
P008461,C02080,A0003,motor,motor_compulsory,2024-04-07,2025-04-07,1895965,55716,quarterly,active
P008462,C02271,A0012,motor,motor_voluntary,2025-02-08,2026-02-08,1300981,34340,quarterly,lapsed
P008463,C00193,A0011,motor,motor_voluntary,2025-12-27,2026-12-27,1672439,34091,annual,active
P008464,C02186,A0004,motor,motor_voluntary,2024-12-26,2025-12-26,2235106,74660,annual,active
P008465,C02117,A0003,motor,motor_voluntary,2026-01-19,2027-01-19,2296291,62558,annual,active
P008466,C00789,A0001,property,property_flood,2023-08-06,2024-08-05,18666724,129045,annual,lapsed
P008467,C00157,A0003,property,property_flood,2023-12-10,2024-12-09,8908754,64394,monthly,active
P008468,C01402,A0045,motor,motor_voluntary,2025-08-01,2026-08-01,1998477,89719,annual,lapsed
P008469,C02444,A0033,property,property_flood,2023-04-19,2024-04-18,10564772,117202,quarterly,active
P008470,C02737,A0022,motor,motor_voluntary,2025-11-09,2026-11-09,786917,18903,annual,active
P008471,C01608,A0029,property,property_fire,2023-12-22,2024-12-21,17107279,193438,annual,active
P008472,C01703,A0030,motor,motor_voluntary,2025-02-28,2026-02-28,1151937,44411,monthly,active
P008473,C02611,A0004,motor,motor_voluntary,2023-10-12,2024-10-11,2117530,56717,quarterly,active
P008474,C00550,A0028,property,property_allrisk,2025-01-13,2026-01-13,1781899,16994,quarterly,active
P008475,C00659,A0048,motor,motor_voluntary,2023-03-25,2024-03-24,922079,35464,annual,lapsed
P008476,C02401,A0011,motor,motor_voluntary,2024-03-22,2025-03-22,1489348,65120,quarterly,active
P008477,C02239,A0013,property,property_fire,2026-02-27,2027-02-27,2215633,11242,quarterly,active
P008478,C02417,A0023,motor,motor_compulsory,2023-10-31,2024-10-30,621177,27527,annual,active
P008479,C00623,A0001,property,property_flood,2024-06-16,2025-06-16,5939314,62127,monthly,active
P008480,C01098,A0002,motor,motor_voluntary,2024-12-18,2025-12-18,2063093,93307,quarterly,active
P008481,C01387,A0037,motor,motor_compulsory,2022-04-10,2023-04-10,2278263,53782,quarterly,active
P008482,C01870,A0025,motor,motor_voluntary,2024-08-12,2025-08-12,1502415,64234,annual,cancelled
P008483,C00192,A0020,property,property_fire,2026-01-15,2027-01-15,7788838,28837,annual,active
P008484,C02203,A0009,motor,motor_compulsory,2023-04-28,2024-04-27,1859725,56522,monthly,active
P008485,C00735,A0028,motor,motor_compulsory,2024-07-06,2025-07-06,2442515,117907,monthly,active
P008486,C01685,A0038,motor,motor_compulsory,2024-05-30,2025-05-30,2496193,53248,annual,active
P008487,C02759,A0026,property,property_flood,2023-05-04,2024-05-03,13813285,158093,monthly,active
P008488,C01763,A0016,motor,motor_compulsory,2023-04-03,2024-04-02,558727,16629,quarterly,active
P008489,C00267,A0043,motor,motor_compulsory,2023-11-28,2024-11-27,1109726,55168,quarterly,cancelled
P008490,C00927,A0038,motor,motor_compulsory,2023-10-16,2024-10-15,2403798,73125,monthly,active
P008491,C00791,A0032,property,property_flood,2024-06-09,2025-06-09,15445694,128159,quarterly,active
P008492,C01112,A0046,motor,motor_voluntary,2023-12-20,2024-12-19,1728021,70230,monthly,active
P008493,C01166,A0021,motor,motor_voluntary,2022-05-26,2023-05-26,1128595,55791,quarterly,active
P008494,C00770,A0034,motor,motor_voluntary,2025-03-11,2026-03-11,1079679,31989,quarterly,active
P008495,C02936,A0046,motor,motor_compulsory,2025-11-15,2026-11-15,1002958,44011,annual,lapsed
P008496,C00759,A0001,property,property_allrisk,2025-07-23,2026-07-23,16141806,63778,annual,active
P008497,C00712,A0011,motor,motor_voluntary,2025-04-23,2026-04-23,977917,47308,quarterly,active
P008498,C02601,A0001,motor,motor_compulsory,2024-03-15,2025-03-15,822079,21937,quarterly,lapsed
P008499,C01321,A0031,motor,motor_compulsory,2026-02-25,2027-02-25,2419313,56876,quarterly,active
P008500,C01706,A0039,motor,motor_compulsory,2023-10-01,2024-09-30,2055249,64851,monthly,active
P008501,C01462,A0003,property,property_fire,2023-05-03,2024-05-02,19037225,98291,monthly,active
P008502,C02822,A0007,motor,motor_compulsory,2023-04-16,2024-04-15,2431644,84047,quarterly,active
P008503,C01773,A0028,property,property_fire,2022-07-01,2023-07-01,6460246,28949,annual,active
P008504,C01607,A0002,motor,motor_compulsory,2023-02-03,2024-02-03,1125947,28613,monthly,active
P008505,C02327,A0043,property,property_allrisk,2022-07-03,2023-07-03,12892818,52334,annual,active
P008506,C00918,A0028,property,property_allrisk,2023-08-27,2024-08-26,11917664,90843,quarterly,active
P008507,C01606,A0031,motor,motor_voluntary,2025-08-26,2026-08-26,1941074,60622,monthly,active
P008508,C00688,A0020,motor,motor_compulsory,2022-10-19,2023-10-19,2121485,65860,monthly,active
P008509,C02576,A0021,property,property_flood,2023-04-25,2024-04-24,4884923,43004,monthly,active
P008510,C02271,A0008,motor,motor_voluntary,2024-07-03,2025-07-03,1389258,29541,quarterly,active
P008511,C00130,A0004,motor,motor_voluntary,2024-03-23,2025-03-23,1640520,35645,quarterly,lapsed
P008512,C00923,A0032,motor,motor_compulsory,2024-01-22,2025-01-21,2331396,94168,annual,lapsed
P008513,C02558,A0032,motor,motor_compulsory,2025-09-03,2026-09-03,1040530,37600,monthly,active
P008514,C01273,A0010,motor,motor_voluntary,2026-02-20,2027-02-20,1773130,49842,annual,lapsed
P008515,C02216,A0033,motor,motor_compulsory,2025-04-07,2026-04-07,1173735,44113,annual,lapsed
P008516,C02567,A0016,motor,motor_compulsory,2025-09-06,2026-09-06,279938,8272,quarterly,active
P008517,C01348,A0020,motor,motor_compulsory,2024-03-12,2025-03-12,1891258,94137,monthly,active
P008518,C02133,A0022,motor,motor_compulsory,2023-12-09,2024-12-08,1649384,66482,annual,lapsed
P008519,C00117,A0036,motor,motor_compulsory,2025-09-08,2026-09-08,1882505,55870,monthly,active
P008520,C00203,A0022,motor,motor_compulsory,2022-07-15,2023-07-15,2346234,95679,quarterly,active
P008521,C00417,A0021,motor,motor_voluntary,2023-11-24,2024-11-23,2049677,85701,annual,cancelled
P008522,C01186,A0032,motor,motor_compulsory,2025-07-22,2026-07-22,622348,20381,quarterly,lapsed
P008523,C02661,A0047,motor,motor_voluntary,2025-12-10,2026-12-10,1759669,60361,quarterly,active
P008524,C02400,A0025,motor,motor_compulsory,2025-04-25,2026-04-25,948840,27059,monthly,active
P008525,C02761,A0046,motor,motor_voluntary,2022-02-16,2023-02-16,938857,24230,monthly,active
P008526,C02858,A0049,motor,motor_voluntary,2025-12-08,2026-12-08,1509689,37727,monthly,active
P008527,C00833,A0042,motor,motor_compulsory,2023-09-26,2024-09-25,2315072,59651,quarterly,active
P008528,C01424,A0025,property,property_flood,2025-01-11,2026-01-11,7565502,53080,annual,active
P008529,C02668,A0028,property,property_fire,2024-04-30,2025-04-30,3944420,40745,annual,lapsed
P008530,C01644,A0036,motor,motor_voluntary,2025-07-17,2026-07-17,764988,26149,monthly,active
P008531,C01277,A0040,property,property_fire,2022-09-14,2023-09-14,3647972,19857,monthly,active
P008532,C02705,A0034,property,property_flood,2025-05-30,2026-05-30,16243248,174338,quarterly,lapsed
P008533,C02998,A0012,motor,motor_voluntary,2023-03-28,2024-03-27,258074,8071,annual,active
P008534,C01264,A0021,property,property_allrisk,2023-08-24,2024-08-23,19750274,168527,quarterly,cancelled
P008535,C01563,A0020,motor,motor_voluntary,2023-01-03,2024-01-03,1550221,39594,annual,active
P008536,C01222,A0044,motor,motor_compulsory,2023-06-26,2024-06-25,1141202,45014,quarterly,active
P008537,C00366,A0024,motor,motor_compulsory,2025-07-14,2026-07-14,2068559,85358,monthly,cancelled
P008538,C00900,A0050,property,property_allrisk,2025-11-24,2026-11-24,13879499,64201,monthly,active
P008539,C01842,A0027,motor,motor_voluntary,2025-12-26,2026-12-26,1910335,65797,quarterly,active
P008540,C02162,A0019,property,property_allrisk,2022-08-02,2023-08-02,19160679,169429,annual,active
P008541,C00768,A0012,motor,motor_voluntary,2024-02-13,2025-02-12,432651,9901,quarterly,active
P008542,C01938,A0009,motor,motor_voluntary,2025-12-12,2026-12-12,1903216,41904,monthly,lapsed
P008543,C01001,A0011,motor,motor_compulsory,2023-05-08,2024-05-07,1180954,49877,annual,active
P008544,C00442,A0008,motor,motor_voluntary,2024-04-16,2025-04-16,1826477,59429,annual,active
P008545,C02777,A0014,property,property_fire,2024-01-30,2025-01-29,11302758,92327,monthly,active
P008546,C01520,A0035,motor,motor_compulsory,2024-11-17,2025-11-17,1422033,41000,monthly,active
P008547,C02250,A0030,motor,motor_voluntary,2023-12-06,2024-12-05,453623,18737,annual,active
P008548,C01186,A0008,motor,motor_compulsory,2022-09-15,2023-09-15,692678,16440,monthly,active
P008549,C01625,A0026,motor,motor_compulsory,2023-02-12,2024-02-12,2427648,93700,monthly,active
P008550,C02377,A0015,property,property_allrisk,2025-12-22,2026-12-22,9545066,109673,quarterly,active
P008551,C00445,A0028,property,property_fire,2024-01-05,2025-01-04,1056155,3768,annual,active
P008552,C01342,A0050,property,property_allrisk,2023-06-27,2024-06-26,8554215,69101,quarterly,active
P008553,C01357,A0034,motor,motor_compulsory,2024-08-01,2025-08-01,1455066,57535,quarterly,cancelled
P008554,C01761,A0049,property,property_fire,2024-08-03,2025-08-03,18582152,137930,quarterly,active
P008555,C00505,A0016,motor,motor_voluntary,2026-02-11,2027-02-11,846531,24386,monthly,active
P008556,C01501,A0043,motor,motor_compulsory,2026-01-14,2027-01-14,1991566,46334,quarterly,active
P008557,C01471,A0004,motor,motor_voluntary,2024-01-10,2025-01-09,997020,28704,annual,active
P008558,C01048,A0047,property,property_fire,2025-09-20,2026-09-20,16897778,178316,quarterly,active
P008559,C02966,A0002,property,property_allrisk,2024-04-30,2025-04-30,15600537,113262,monthly,active
P008560,C02877,A0031,motor,motor_voluntary,2024-04-09,2025-04-09,331957,10378,annual,active
P008561,C01146,A0008,motor,motor_voluntary,2023-12-29,2024-12-28,756177,32980,quarterly,active
P008562,C00789,A0049,motor,motor_voluntary,2025-11-20,2026-11-20,2243337,56398,quarterly,active
P008563,C00585,A0029,motor,motor_compulsory,2023-06-25,2024-06-24,1867337,67016,quarterly,active
P008564,C00889,A0013,property,property_flood,2022-08-23,2023-08-23,7724059,41134,quarterly,active
P008565,C00405,A0039,motor,motor_compulsory,2023-04-15,2024-04-14,2332334,114644,monthly,active
P008566,C02573,A0043,motor,motor_voluntary,2025-04-13,2026-04-13,2189805,96908,quarterly,active
P008567,C00820,A0041,motor,motor_voluntary,2023-02-14,2024-02-14,965596,48142,monthly,active
P008568,C01061,A0047,property,property_flood,2022-08-30,2023-08-30,13549648,121096,quarterly,active
P008569,C02774,A0032,property,property_flood,2024-06-23,2025-06-23,12582375,44064,annual,active
P008570,C02425,A0001,property,property_flood,2022-05-18,2023-05-18,8326055,98557,monthly,lapsed
P008571,C01181,A0020,motor,motor_compulsory,2025-06-06,2026-06-06,1216938,41844,annual,active
P008572,C02467,A0039,property,property_allrisk,2023-01-26,2024-01-26,7209552,32841,annual,active
P008573,C02394,A0038,motor,motor_compulsory,2023-04-01,2024-03-31,1229254,55396,monthly,active
P008574,C00292,A0015,property,property_flood,2023-09-24,2024-09-23,7235771,62997,monthly,active
P008575,C02105,A0040,motor,motor_compulsory,2023-08-07,2024-08-06,229030,5130,monthly,active
P008576,C01344,A0023,motor,motor_voluntary,2024-04-01,2025-04-01,462063,22560,monthly,active
P008577,C02104,A0046,motor,motor_compulsory,2024-05-24,2025-05-24,603169,26321,annual,active
P008578,C00698,A0003,property,property_fire,2025-07-04,2026-07-04,2803027,11318,annual,active
P008579,C00008,A0040,property,property_flood,2025-07-29,2026-07-29,2498043,17901,annual,active
P008580,C02170,A0037,motor,motor_compulsory,2022-07-22,2023-07-22,795272,24058,quarterly,active
P008581,C01084,A0040,motor,motor_compulsory,2024-01-21,2025-01-20,972798,44335,annual,active
P008582,C00721,A0036,motor,motor_voluntary,2026-04-15,2027-04-15,1608969,49434,annual,active
P008583,C01245,A0002,property,property_fire,2023-12-21,2024-12-20,15420846,146876,monthly,active
P008584,C00980,A0041,property,property_flood,2025-01-08,2026-01-08,16379870,135985,quarterly,active
P008585,C01648,A0032,motor,motor_compulsory,2025-02-22,2026-02-22,1124246,26991,quarterly,active
P008586,C02912,A0027,motor,motor_voluntary,2024-02-25,2025-02-24,1107398,35658,quarterly,lapsed
P008587,C00549,A0040,motor,motor_voluntary,2025-11-18,2026-11-18,1549211,50980,monthly,active
P008588,C00379,A0010,motor,motor_voluntary,2023-12-08,2024-12-07,271347,7800,monthly,active
P008589,C00669,A0009,property,property_allrisk,2023-10-10,2024-10-09,13217476,149445,quarterly,active
P008590,C01088,A0010,property,property_flood,2023-05-05,2024-05-04,15407061,103634,annual,cancelled
P008591,C02240,A0001,motor,motor_voluntary,2023-04-06,2024-04-05,1792113,50931,annual,active
P008592,C01484,A0039,motor,motor_compulsory,2024-09-05,2025-09-05,1321662,35805,quarterly,lapsed
P008593,C01114,A0028,motor,motor_voluntary,2024-09-02,2025-09-02,1208848,29624,monthly,active
P008594,C02655,A0038,motor,motor_compulsory,2023-01-02,2024-01-02,2190272,53294,quarterly,active
P008595,C01618,A0028,motor,motor_voluntary,2024-01-31,2025-01-30,1539637,75946,quarterly,active
P008596,C02326,A0045,motor,motor_voluntary,2023-12-13,2024-12-12,1792184,50681,annual,lapsed
P008597,C00301,A0010,property,property_fire,2025-07-23,2026-07-23,11737681,92630,annual,active
P008598,C02247,A0039,motor,motor_voluntary,2024-04-24,2025-04-24,1983669,40505,annual,active
P008599,C02962,A0031,motor,motor_voluntary,2023-07-26,2024-07-25,1722808,67690,quarterly,active
P008600,C02561,A0028,motor,motor_voluntary,2022-07-20,2023-07-20,831204,38728,monthly,active
P008601,C01827,A0013,motor,motor_compulsory,2024-11-04,2025-11-04,2408949,81208,quarterly,lapsed
P008602,C00132,A0013,motor,motor_voluntary,2022-07-06,2023-07-06,1058523,26678,monthly,active
P008603,C00449,A0044,motor,motor_compulsory,2024-12-06,2025-12-06,1460220,62040,monthly,active
P008604,C02704,A0048,motor,motor_voluntary,2024-02-28,2025-02-27,212742,9832,annual,active
P008605,C02232,A0034,motor,motor_compulsory,2023-09-20,2024-09-19,702953,30240,monthly,active
P008606,C01854,A0014,motor,motor_voluntary,2022-01-25,2023-01-25,2249061,64934,monthly,active
P008607,C01800,A0039,property,property_allrisk,2025-08-12,2026-08-12,3167257,23130,quarterly,active
P008608,C01848,A0013,motor,motor_compulsory,2025-07-19,2026-07-19,1877059,49951,monthly,active
P008609,C00272,A0034,property,property_allrisk,2023-10-17,2024-10-16,9518819,106373,annual,active
P008610,C02603,A0035,motor,motor_voluntary,2024-11-21,2025-11-21,236143,11484,annual,active
P008611,C00310,A0048,motor,motor_voluntary,2025-01-28,2026-01-28,1582739,71315,monthly,active
P008612,C02137,A0040,motor,motor_voluntary,2025-04-28,2026-04-28,449882,15207,annual,active
P008613,C01199,A0044,property,property_flood,2025-10-09,2026-10-09,9602404,40291,annual,lapsed
P008614,C00747,A0009,motor,motor_compulsory,2024-06-29,2025-06-29,734801,19041,quarterly,active
P008615,C00492,A0004,motor,motor_compulsory,2023-05-04,2024-05-03,544314,23501,annual,active
P008616,C00868,A0007,motor,motor_compulsory,2023-10-21,2024-10-20,1035171,45792,monthly,active
P008617,C00602,A0004,motor,motor_compulsory,2023-06-28,2024-06-27,671071,24035,monthly,active
P008618,C00649,A0035,motor,motor_voluntary,2026-01-08,2027-01-08,2460294,82122,monthly,active
P008619,C00088,A0007,motor,motor_compulsory,2023-08-21,2024-08-20,2092752,100619,monthly,active
P008620,C02428,A0032,motor,motor_compulsory,2024-06-20,2025-06-20,1240842,58035,annual,active
P008621,C02521,A0001,motor,motor_compulsory,2023-09-28,2024-09-27,721973,32962,annual,active
P008622,C02573,A0040,motor,motor_voluntary,2023-08-06,2024-08-05,790618,21618,monthly,active
P008623,C02332,A0005,motor,motor_voluntary,2024-03-20,2025-03-20,983148,43200,quarterly,active
P008624,C02385,A0026,motor,motor_compulsory,2022-01-23,2023-01-23,1186409,56253,monthly,active
P008625,C02809,A0038,motor,motor_compulsory,2025-11-26,2026-11-26,2465100,51789,monthly,cancelled
P008626,C02688,A0027,motor,motor_compulsory,2024-02-15,2025-02-14,1787230,48649,quarterly,lapsed
P008627,C00465,A0011,motor,motor_voluntary,2025-12-27,2026-12-27,1276967,57364,annual,active
P008628,C02554,A0008,motor,motor_compulsory,2022-08-16,2023-08-16,2459448,62351,annual,active
P008629,C02390,A0019,motor,motor_voluntary,2024-12-09,2025-12-09,1899109,85274,annual,lapsed
P008630,C02401,A0015,motor,motor_voluntary,2022-01-10,2023-01-10,2395174,66334,annual,active
P008631,C01884,A0012,motor,motor_voluntary,2023-08-02,2024-08-01,1048413,51471,quarterly,active
P008632,C00628,A0025,property,property_flood,2023-10-07,2024-10-06,17064495,61978,quarterly,active
P008633,C01536,A0033,property,property_allrisk,2025-03-01,2026-03-01,18932703,204349,monthly,active
P008634,C00338,A0038,motor,motor_voluntary,2023-10-08,2024-10-07,1361672,29117,annual,active
P008635,C00429,A0039,motor,motor_compulsory,2025-05-10,2026-05-10,399506,9793,monthly,active
P008636,C02798,A0045,motor,motor_voluntary,2023-07-17,2024-07-16,1837639,55512,monthly,active
P008637,C02682,A0017,property,property_fire,2024-11-12,2025-11-12,10988907,53228,annual,active
P008638,C01379,A0033,motor,motor_voluntary,2024-12-05,2025-12-05,1887656,81050,quarterly,active
P008639,C02534,A0005,property,property_allrisk,2023-08-29,2024-08-28,19782542,205034,annual,lapsed
P008640,C01986,A0023,motor,motor_voluntary,2025-06-12,2026-06-12,1434351,37530,annual,lapsed
P008641,C02031,A0006,property,property_flood,2025-03-08,2026-03-08,2169994,7367,annual,active
P008642,C00368,A0004,motor,motor_voluntary,2025-09-28,2026-09-28,894302,42227,quarterly,active
P008643,C01115,A0019,motor,motor_voluntary,2023-08-03,2024-08-02,698446,30279,monthly,active
P008644,C02926,A0050,motor,motor_voluntary,2024-03-15,2025-03-15,1611411,35646,annual,lapsed
P008645,C02231,A0015,motor,motor_voluntary,2024-01-19,2025-01-18,2258169,70540,annual,active
P008646,C02909,A0013,motor,motor_compulsory,2025-01-17,2026-01-17,1631812,39802,annual,active
P008647,C00114,A0029,motor,motor_voluntary,2022-10-11,2023-10-11,430844,16122,monthly,active
P008648,C02913,A0021,motor,motor_voluntary,2025-07-13,2026-07-13,757132,17463,quarterly,active
P008649,C01330,A0022,motor,motor_compulsory,2026-04-21,2027-04-21,204378,5164,quarterly,lapsed
P008650,C01193,A0049,motor,motor_compulsory,2026-03-07,2027-03-07,1026194,47465,monthly,active
P008651,C00674,A0029,property,property_fire,2023-02-27,2024-02-27,15281623,122450,quarterly,active
P008652,C02482,A0011,motor,motor_voluntary,2022-05-04,2023-05-04,1842542,72365,annual,lapsed
P008653,C00483,A0019,motor,motor_voluntary,2024-06-15,2025-06-15,1123657,41563,quarterly,active
P008654,C01784,A0045,motor,motor_voluntary,2024-08-31,2025-08-31,1744846,64603,annual,active
P008655,C01501,A0022,motor,motor_compulsory,2023-02-15,2024-02-15,1034958,39696,monthly,active
P008656,C01428,A0005,motor,motor_compulsory,2023-01-07,2024-01-07,1359739,63594,monthly,active
P008657,C00857,A0025,motor,motor_compulsory,2023-04-06,2024-04-05,2468333,96698,annual,active
P008658,C00989,A0022,motor,motor_compulsory,2026-02-25,2027-02-25,941801,22752,monthly,active
P008659,C01827,A0017,motor,motor_voluntary,2023-01-05,2024-01-05,1620357,48434,quarterly,lapsed
P008660,C00828,A0011,motor,motor_compulsory,2023-07-13,2024-07-12,779819,27886,quarterly,lapsed
P008661,C00975,A0024,motor,motor_compulsory,2022-08-15,2023-08-15,580680,27618,monthly,active
P008662,C01875,A0008,motor,motor_compulsory,2024-06-01,2025-06-01,1378688,39780,quarterly,active
P008663,C00026,A0029,motor,motor_voluntary,2023-11-21,2024-11-20,1563668,71404,monthly,active
P008664,C00471,A0007,motor,motor_compulsory,2023-05-12,2024-05-11,1719304,44956,quarterly,active
P008665,C02941,A0026,property,property_flood,2024-08-14,2025-08-14,19332193,128803,quarterly,cancelled
P008666,C02476,A0010,property,property_flood,2025-11-16,2026-11-16,11923841,91790,monthly,active
P008667,C02980,A0017,motor,motor_compulsory,2024-04-04,2025-04-04,1764658,63814,monthly,lapsed
P008668,C00150,A0009,motor,motor_voluntary,2024-03-05,2025-03-05,1862900,52652,annual,active
P008669,C00481,A0010,motor,motor_compulsory,2024-01-06,2025-01-05,1578961,73109,annual,cancelled
P008670,C02324,A0034,property,property_allrisk,2025-07-13,2026-07-13,10478911,34085,annual,active
P008671,C00281,A0003,property,property_flood,2024-01-31,2025-01-30,9033618,47829,quarterly,active
P008672,C00943,A0029,motor,motor_voluntary,2022-02-19,2023-02-19,1729120,66387,quarterly,lapsed
P008673,C02254,A0002,motor,motor_voluntary,2024-02-17,2025-02-16,2208477,102604,annual,active
P008674,C01929,A0004,motor,motor_voluntary,2022-07-10,2023-07-10,407564,9066,quarterly,active
P008675,C00637,A0028,motor,motor_voluntary,2023-02-02,2024-02-02,736560,15195,annual,active
P008676,C02114,A0018,property,property_flood,2024-05-17,2025-05-17,7892698,89096,quarterly,active
P008677,C02731,A0011,motor,motor_voluntary,2024-05-05,2025-05-05,1799175,68127,monthly,active
P008678,C01698,A0048,motor,motor_compulsory,2022-08-14,2023-08-14,1052642,38102,monthly,active
P008679,C02412,A0044,motor,motor_voluntary,2023-01-15,2024-01-15,1584751,37628,quarterly,lapsed
P008680,C00716,A0008,motor,motor_compulsory,2025-10-15,2026-10-15,373519,14939,monthly,active
P008681,C01593,A0048,motor,motor_compulsory,2025-12-22,2026-12-22,326706,12257,monthly,lapsed
P008682,C02232,A0023,motor,motor_compulsory,2023-03-14,2024-03-13,1943371,88025,monthly,lapsed
P008683,C01113,A0031,motor,motor_compulsory,2023-05-26,2024-05-25,1142918,37759,monthly,active
P008684,C02156,A0042,motor,motor_compulsory,2024-08-28,2025-08-28,945193,37489,monthly,lapsed
P008685,C00424,A0003,property,property_allrisk,2022-08-27,2023-08-27,16523011,65394,monthly,active
P008686,C02747,A0039,motor,motor_voluntary,2023-03-13,2024-03-12,2141700,59587,annual,active
P008687,C02994,A0019,motor,motor_compulsory,2022-09-17,2023-09-17,2119070,44881,quarterly,active
P008688,C02067,A0028,motor,motor_compulsory,2024-10-11,2025-10-11,1875989,43475,quarterly,active
